bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content	cviki_count	nlaiii_count
chr3	122375494	122431052	55559	1	1	75646936	0.406127	839	262
chr3	122431053	122490774	59722	1	0	75591377	0.401577	864	268
chr3	122490775	122545768	54994	1	2	75531655	0.406062	835	248
chr3	122545769	122601208	55440	0	0	75476661	0.368903	625	257
chr3	122601209	122652580	51372	2	2	75421221	0.468641	1062	254
chr3	122652581	122703979	51399	0	0	75369849	0.490282	1139	233
chr3	122703980	122755339	51360	0	1	75318450	0.492893	1186	232
chr3	122755340	122807415	52076	1	1	75267090	0.456871	969	218
chr3	122807416	122859193	51778	0	0	75215014	0.488373	1205	257
chr3	122859194	122912898	53705	0	0	75163236	0.44562	1033	258
chr3	122912899	122966870	53972	1	1	75109531	0.382476	707	244
chr3	122966871	123019588	52718	1	0	75055559	0.445711	993	236
chr3	123019589	123071284	51696	0	0	75002841	0.524006	1358	252
chr3	123071285	123122987	51703	0	0	74951145	0.483724	1139	257
chr3	123122988	123175506	52519	0	1	74899442	0.516099	1308	249
chr3	123175507	123229982	54476	1	0	74846923	0.456201	1083	260
chr3	123229983	123283524	53542	0	0	74792447	0.400601	789	239
chr3	123283525	123338171	54647	1	2	74738905	0.41005	902	248
chr3	123338172	123389773	51602	0	0	74684258	0.480505	1106	252
chr3	123389774	123447145	57372	0	0	74632656	0.49803	1375	293
chr3	123447146	123499254	52109	0	0	74575284	0.440538	959	265
chr3	123499255	123551188	51934	0	0	74523175	0.445566	993	240
chr3	123551189	123605935	54747	0	1	74471241	0.407182	832	249
chr3	123605936	123659556	53621	1	0	74416494	0.371011	682	260
chr3	123659557	123724358	64802	1	2	74362873	0.405666	912	282
chr3	123724359	123781033	56675	0	1	74298071	0.427631	919	255
chr3	123781034	123835782	54749	1	0	74241396	0.428592	920	284
chr3	123835783	123890071	54289	0	0	74186647	0.426403	843	290
chr3	123890072	123941825	51754	0	0	74132358	0.433744	919	271
chr3	123941826	123993168	51343	0	1	74080604	0.435795	896	227
chr3	123993169	124045281	52113	0	0	74029261	0.421411	825	257
chr3	124045282	124101044	55763	0	0	73977148	0.427326	893	249
chr3	124101045	124152694	51650	0	0	73921385	0.409487	809	267
chr3	124152695	124205852	53158	0	0	73869735	0.40959	803	274
chr3	124205853	124257606	51754	0	0	73816577	0.424412	775	283
chr3	124257607	124310980	53374	0	1	73764823	0.454847	1052	263
chr3	124310981	124365745	54765	0	0	73711449	0.426112	969	277
chr3	124365746	124418231	52486	0	0	73656684	0.438384	957	256
chr3	124418232	124478796	60565	1	1	73604198	0.429819	1070	278
chr3	124478797	124532721	53925	1	0	73543633	0.492369	1283	259
chr3	124532722	124586150	53429	0	0	73489708	0.445526	995	249
chr3	124586151	124641605	55455	1	1	73436279	0.453124	1154	282
chr3	124641606	124696713	55108	1	0	73380824	0.42326	961	297
chr3	124696714	124751013	54300	0	0	73325716	0.445856	1029	283
chr3	124751014	124803298	52285	1	1	73271416	0.465086	1033	285
chr3	124803299	124857430	54132	0	0	73219131	0.438982	1033	287
chr3	124857431	124912333	54903	0	1	73164999	0.466896	1114	283
chr3	124912334	124965797	53464	1	1	73110096	0.41282	866	264
chr3	124965798	125018508	52711	0	0	73056632	0.358009	599	223
chr3	125018509	125071819	53311	0	0	73003921	0.360995	649	226
chr3	125071820	125126988	55169	0	2	72950610	0.427414	958	271
chr3	125126989	125183570	56582	1	0	72895441	0.424481	1091	275
chr3	125183571	125241403	57833	0	1	72838859	0.404734	971	269
chr3	125241404	125299359	57956	1	0	72781026	0.3948	923	322
chr3	125299360	125361216	61857	0	1	72723070	0.43911	1234	330
chr3	125361217	125426067	64851	0	0	72661213	0.430309	1136	302
chr3	125426068	125553268	127201	1	1	72596362	0.454281	2190	666
chr3	125553269	125678302	125034	2	2	72469161	0.463634	2620	640
chr3	125678303	125744025	65723	2	2	72344127	0.455122	1238	350
chr3	125744026	125796325	52300	0	0	72278404	0.453805	1011	274
chr3	125796326	125850504	54179	1	1	72226104	0.498422	1333	299
chr3	125850505	125902335	51831	0	1	72171925	0.453011	1081	237
chr3	125902336	125955522	53187	0	1	72120094	0.415365	812	255
chr3	125955523	126008743	53221	0	3	72066907	0.446816	964	275
chr3	126008744	126069126	60383	1	1	72013686	0.47684	1291	320
chr3	126069127	126123229	54103	1	3	71953303	0.518049	1398	286
chr3	126123230	126175465	52236	1	1	71899200	0.498851	1267	257
chr3	126175466	126226619	51154	1	1	71846964	0.521386	1297	300
chr3	126226620	126277911	51292	2	2	71795810	0.548624	1404	273
chr3	126277912	126334705	56794	2	0	71744518	0.42008	950	284
chr3	126334706	126387381	52676	1	1	71687724	0.42938	889	279
chr3	126387382	126441106	53725	1	2	71635048	0.451131	1037	283
chr3	126441107	126493757	52651	0	0	71581323	0.45454	1007	265
chr3	126493758	126556419	62662	0	0	71528672	0.428186	1065	290
chr3	126556420	126609108	52689	0	0	71466010	0.462905	967	242
chr3	126609109	126661038	51930	0	0	71413321	0.480917	1183	279
chr3	126661039	126711424	50386	1	3	71361391	0.558885	1476	309
chr3	126711425	126761335	49911	0	4	71311005	0.608764	1829	274
chr3	126761336	126815090	53755	0	0	71261094	0.517887	1487	281
chr3	126815091	126866217	51127	0	1	71207339	0.493477	1265	292
chr3	126866218	126917016	50799	0	0	71156212	0.483632	1064	281
chr3	126917017	126967801	50785	0	0	71105413	0.451039	986	267
chr3	126967802	127019501	51700	0	0	71054628	0.457041	1028	276
chr3	127019502	127072080	52579	0	1	71002928	0.444512	945	286
chr3	127072081	127124756	52676	0	0	70950349	0.49028	1215	250
chr3	127124757	127178126	53370	0	1	70897673	0.493629	1279	259
chr3	127178127	127229709	51583	0	0	70844303	0.481031	1162	268
chr3	127229710	127285062	55353	0	1	70792720	0.487742	1209	314
chr3	127285063	127339156	54094	2	3	70737367	0.528857	1446	316
chr3	127339157	127393693	54537	2	2	70683273	0.490969	1257	302
chr3	127393694	127446505	52812	1	0	70628736	0.516474	1381	276
chr3	127446506	127498344	51839	0	0	70575924	0.490789	1186	245
chr3	127498345	127550920	52576	0	1	70524085	0.473923	1136	283
chr3	127550921	127605818	54898	0	0	70471509	0.42579	953	299
chr3	127605819	127659248	53430	1	1	70416611	0.40816	788	262
chr3	127659249	127711656	52408	0	0	70363181	0.414517	845	267
chr3	127711657	127768427	56771	0	0	70310773	0.438058	1098	282
chr3	127768428	127821159	52732	2	2	70254002	0.482003	1200	259
chr3	127821160	127876666	55507	1	2	70201270	0.432	981	271
chr3	127876667	127928225	51559	0	0	70145763	0.431215	912	229
chr3	127928226	127979519	51294	0	0	70094204	0.449234	1008	292
chr3	127979520	128030070	50551	0	0	70042910	0.464798	1112	278
chr3	128030071	128080531	50461	0	0	69992359	0.507778	1269	299
chr3	128080532	128130817	50286	1	0	69941898	0.553335	1556	295
chr3	128130818	128182202	51385	1	2	69891612	0.564095	1495	273
chr3	128182203	128232826	50624	2	2	69840227	0.534035	1295	222
chr3	128232827	128286094	53268	0	1	69789603	0.458061	1069	309
chr3	128286095	128342053	55959	2	2	69736335	0.513948	1463	300
chr3	128342054	128408322	66269	0	2	69680376	0.469254	1488	309
chr3	128408323	128469990	61668	1	1	69614107	0.468574	1414	296
chr3	128469991	128526541	56551	0	1	69552439	0.433503	985	282
chr3	128526542	128589435	62894	1	1	69495888	0.488489	1448	315
chr3	128589436	128644905	55470	1	1	69432994	0.478114	1292	271
chr3	128644906	128711623	66718	1	0	69377524	0.465197	1378	323
chr3	128711624	128764502	52879	1	4	69310806	0.513474	1411	256
chr3	128764503	128825631	61129	2	1	69257927	0.51213	1648	310
chr3	128825632	128885671	60040	1	2	69196798	0.471036	1347	302
chr3	128885672	128947404	61733	1	1	69136758	0.440559	1247	281
chr3	128947405	129005273	57869	2	3	69075025	0.476559	1283	306
chr3	129005274	129063935	58662	2	2	69017156	0.510092	1498	274
chr3	129063936	129127461	63526	3	0	68958494	0.513239	1582	331
chr3	129127462	129181768	54307	2	2	68894968	0.447014	1060	268
chr3	129181769	129239673	57905	0	0	68840661	0.491823	1365	289
chr3	129239674	129291746	52073	3	0	68782756	0.544889	1582	257
chr3	129291747	129342261	50515	0	1	68730683	0.584579	1635	254
chr3	129342262	129399007	56746	1	1	68680168	0.443996	1144	262
chr3	129399008	129455304	56297	0	0	68623422	0.392614	869	246
chr3	129455305	129512256	56952	0	0	68567125	0.392401	849	243
chr3	129512257	129567401	55145	0	0	68510173	0.382881	803	238
chr3	129567402	129626600	59199	0	1	68455028	0.408318	954	260
chr3	129626601	129681454	54854	0	0	68395829	0.470522	1186	280
chr3	129681455	129756025	74571	1	2	68340975	0.481702	1519	359
chr3	129756026	129873095	117070	2	1	68266404	0.478304	2566	627
chr3	129873096	129969989	96894	1	0	68149334	0.417755	1508	548
chr3	129969990	130024812	54823	0	1	68052440	0.393539	732	276
chr3	130024813	130080342	55530	1	1	67997617	0.363731	576	261
chr3	130080343	130131893	51551	0	0	67942087	0.399701	692	246
chr3	130131894	130188232	56339	0	0	67890536	0.388594	706	283
chr3	130188233	130242158	53926	0	1	67834197	0.388718	684	254
chr3	130242159	130294797	52639	1	0	67780271	0.403142	764	268
chr3	130294798	130347472	52675	0	0	67727632	0.381585	653	281
chr3	130347473	130405110	57638	1	0	67674957	0.396596	833	255
chr3	130405111	130457606	52496	0	0	67617319	0.357265	621	221
chr3	130457607	130511583	53977	0	1	67564823	0.391018	781	217
chr3	130511584	130571678	60095	1	0	67510846	0.396073	883	254
chr3	130571679	130627835	56157	0	1	67450751	0.393931	760	262
chr3	130627836	130683849	56014	0	0	67394594	0.360821	657	240
chr3	130683850	130736213	52364	1	0	67338580	0.372431	670	238
chr3	130736214	130791833	55620	1	1	67286216	0.392053	740	218
chr3	130791834	130849567	57734	0	0	67230596	0.380157	775	268
chr3	130849568	130901834	52267	0	0	67172862	0.379054	703	240
chr3	130901835	130960393	58559	0	0	67120595	0.393057	791	273
chr3	130960394	131020248	59855	0	0	67062036	0.388305	796	324
chr3	131020249	131077730	57482	0	0	67002181	0.395533	786	276
chr3	131077731	131135947	58217	2	2	66944699	0.419757	886	299
chr3	131135948	131189766	53819	1	0	66886482	0.388487	749	252
chr3	131189767	131246005	56239	1	2	66832663	0.388538	776	255
chr3	131246006	131297378	51373	1	0	66776424	0.401047	729	260
chr3	131297379	131350123	52745	0	0	66725051	0.397137	720	233
chr3	131350124	131406291	56168	0	0	66672306	0.385184	700	248
chr3	131406292	131458900	52609	0	0	66616138	0.400141	720	265
chr3	131458901	131510659	51759	0	0	66563529	0.37493	642	220
chr3	131510660	131562320	51661	0	0	66511770	0.380539	618	220
chr3	131562321	131617707	55387	0	0	66460109	0.379241	688	276
chr3	131617708	131669933	52226	0	0	66404722	0.382721	626	280
chr3	131669934	131729106	59173	0	0	66352496	0.392105	780	273
chr3	131729107	131786239	57133	0	1	66293323	0.402779	755	262
chr3	131786240	131844538	58299	0	0	66236190	0.380281	676	291
chr3	131844539	131902871	58333	0	0	66177891	0.393157	749	315
chr3	131902872	131954824	51953	0	0	66119558	0.391642	783	263
chr3	131954825	132010347	55523	0	0	66067605	0.404589	860	260
chr3	132010348	132069876	59529	1	0	66012082	0.401166	912	282
chr3	132069877	132129698	59822	0	0	65952553	0.400756	873	281
chr3	132129699	132181913	52215	1	1	65892731	0.36681	660	199
chr3	132181914	132235701	53788	0	0	65840516	0.364821	687	223
chr3	132235702	132288614	52913	2	0	65786728	0.400261	809	254
chr3	132288615	132355012	66398	1	0	65733815	0.367842	801	313
chr3	132355013	132408007	52995	2	2	65667417	0.371658	660	219
chr3	132408008	132462289	54282	1	1	65614422	0.37482	714	242
chr3	132462290	132529631	67342	0	0	65560140	0.389801	864	333
chr3	132529632	132583835	54204	0	0	65492798	0.3913	735	265
chr3	132583836	132638633	54798	0	0	65438594	0.396018	737	275
chr3	132638634	132700038	61405	0	0	65383796	0.387916	778	305
chr3	132700039	132758491	58453	1	1	65322391	0.402357	838	304
chr3	132758492	132809530	51039	0	0	65263938	0.393483	672	252
chr3	132809531	132865284	55754	0	0	65212899	0.395218	789	290
chr3	132865285	132927921	62637	0	0	65157145	0.40053	928	312
chr3	132927922	132981920	53999	0	0	65094508	0.385118	724	285
chr3	132981921	133037915	55995	0	0	65040509	0.405233	810	271
chr3	133037916	133090493	52578	0	0	64984514	0.39235	725	244
chr3	133090494	133141829	51336	1	0	64931936	0.479878	1029	226
chr3	133141830	133199636	57807	0	0	64880600	0.440985	1026	263
chr3	133199637	133257899	58263	0	0	64822793	0.433328	1089	262
chr3	133257900	133321646	63747	2	1	64764530	0.435519	1217	291
chr3	133321647	133376416	54770	0	0	64700783	0.374548	748	257
chr3	133376417	133434686	58270	0	2	64646013	0.438373	1034	278
chr3	133434687	133495699	61013	1	1	64587743	0.432793	1041	312
chr3	133495700	133549982	54283	2	2	64526730	0.420629	864	268
chr3	133549983	133600410	50428	0	0	64472447	0.485623	1131	292
chr3	133600411	133653144	52734	2	2	64422019	0.448136	1000	241
chr3	133653145	133705090	51946	0	0	64369285	0.498672	1280	267
chr3	133705091	133760953	55863	0	2	64317339	0.464708	1058	280
chr3	133760954	133814444	53491	0	0	64261476	0.46791	1149	274
chr3	133814445	133873994	59550	0	0	64207985	0.405693	858	263
chr3	133873995	133928294	54300	1	0	64148435	0.375378	701	229
chr3	133928295	133981416	53122	0	1	64094135	0.403336	789	209
chr3	133981417	134036996	55580	0	1	64041013	0.436452	1012	275
chr3	134036997	134089038	52042	1	2	63985433	0.496522	1274	276
chr3	134089039	134142029	52991	0	2	63933391	0.448284	978	218
chr3	134142030	134194719	52690	0	0	63880400	0.431752	940	272
chr3	134194720	134248325	53606	2	1	63827710	0.391952	741	236
chr3	134248326	134309447	61122	0	0	63774104	0.389827	822	294
chr3	134309448	134359947	50500	1	0	63712982	0.47295	1102	299
chr3	134359948	134411954	52007	0	1	63662482	0.473782	1105	291
chr3	134411955	134463741	51787	0	0	63610475	0.414699	814	272
chr3	134463742	134516901	53160	1	1	63558688	0.446821	960	247
chr3	134516902	134567648	50747	0	0	63505528	0.453859	913	281
chr3	134567649	134618669	51021	0	0	63454781	0.461927	1038	285
chr3	134618670	134669494	50825	0	0	63403760	0.472405	1098	299
chr3	134669495	134720964	51470	0	0	63352935	0.441092	971	285
chr3	134720965	134784585	63621	0	0	63301465	0.43121	1066	286
chr3	134784586	134837712	53127	0	0	63237844	0.450543	968	266
chr3	134837713	134887988	50276	0	0	63184717	0.449757	895	256
chr3	134887989	134940867	52879	0	0	63134441	0.428431	853	301
chr3	134940868	134997318	56451	0	0	63081562	0.43443	931	331
chr3	134997319	135052957	55639	0	0	63025111	0.407017	819	323
chr3	135052958	135103663	50706	0	0	62969472	0.414409	767	257
chr3	135103664	135166639	62976	0	0	62918766	0.384083	806	326
chr3	135166640	135218839	52200	0	0	62855790	0.417586	844	292
chr3	135218840	135270180	51341	0	0	62803590	0.391539	662	218
chr3	135270181	135334007	63827	0	0	62752249	0.417269	1012	322
chr3	135334008	135392095	58088	0	0	62688422	0.414475	882	285
chr3	135392096	135446421	54326	0	0	62630334	0.396072	769	313
chr3	135446422	135498683	52262	0	0	62576008	0.42595	890	263
chr3	135498684	135556580	57897	0	0	62523746	0.432648	964	293
chr3	135556581	135609557	52977	0	0	62465849	0.396342	754	298
chr3	135609558	135666223	56666	0	0	62412872	0.411499	904	275
chr3	135666224	135718216	51993	1	1	62356206	0.384802	641	220
chr3	135718217	135774821	56605	0	0	62304213	0.39092	745	258
chr3	135774822	135831936	57115	0	0	62247608	0.384102	781	297
chr3	135831937	135895899	63963	1	0	62190493	0.402483	952	307
chr3	135895900	135963870	67971	0	1	62126530	0.443336	1283	323
chr3	135963871	136020407	56537	1	1	62058559	0.425898	1029	294
chr3	136020408	136076266	55859	1	0	62002022	0.40647	909	277
chr3	136076267	136138327	62061	0	0	61946163	0.387667	942	283
chr3	136138328	136204902	66575	0	0	61884102	0.388569	954	312
chr3	136204903	136264205	59303	0	0	61817527	0.370167	710	251
chr3	136264206	136319590	55385	0	0	61758224	0.380897	774	249
chr3	136319591	136377011	57421	0	0	61702839	0.389196	842	265
chr3	136377012	136433054	56043	0	0	61645418	0.389754	862	305
chr3	136433055	136494351	61297	0	1	61589375	0.436971	1148	284
chr3	136494352	136555214	60863	1	1	61528078	0.428503	1076	302
chr3	136555215	136616106	60892	1	1	61467215	0.418561	1073	288
chr3	136616107	136670216	54110	0	0	61406323	0.375919	703	226
chr3	136670217	136738499	68283	1	0	61352213	0.428438	1178	332
chr3	136738500	136792258	53759	0	1	61283930	0.436504	956	292
chr3	136792259	136846462	54204	0	0	61230171	0.399657	737	259
chr3	136846463	136904232	57770	0	0	61175967	0.390843	818	279
chr3	136904233	136961589	57357	0	0	61118197	0.415712	863	286
chr3	136961590	137013906	52317	0	0	61060840	0.391077	721	239
chr3	137013907	137070249	56343	0	0	61008523	0.388797	736	284
chr3	137070250	137140512	70263	0	0	60952180	0.381139	785	350
chr3	137140513	137202856	62344	0	0	60881917	0.39675	831	320
chr3	137202857	137254716	51860	0	0	60819573	0.375781	614	222
chr3	137254717	137313816	59100	0	0	60767713	0.376007	675	278
chr3	137313817	137376310	62494	0	0	60708613	0.396502	826	256
chr3	137376311	137436393	60083	0	0	60646119	0.387564	770	272
chr3	137436394	137494385	57992	1	6	60586036	0.425904	896	244
chr3	137494386	137546067	51682	0	0	60528044	0.400081	771	252
chr3	137546068	137601556	55489	0	0	60476362	0.414551	791	255
chr3	137601557	137664715	63159	0	0	60420873	0.39	828	279
chr3	137664716	137725137	60422	1	0	60357714	0.391993	792	287
chr3	137725138	137777970	52833	0	1	60297292	0.420533	847	250
chr3	137777971	137833901	55931	1	1	60244459	0.452075	1127	286
chr3	137833902	137891087	57186	2	0	60188528	0.413528	930	277
chr3	137891088	137946527	55440	1	2	60131342	0.397926	841	241
chr3	137946528	138000125	53598	1	0	60075902	0.380145	701	223
chr3	138000126	138053654	53529	0	1	60022304	0.437184	973	263
chr3	138053655	138106896	53242	1	1	59968775	0.479396	1189	280
chr3	138106897	138160296	53400	1	1	59915533	0.475	1209	246
chr3	138160297	138215289	54993	1	1	59862133	0.461422	1154	266
chr3	138215290	138278783	63494	0	0	59807140	0.39336	899	280
chr3	138278784	138342003	63220	1	2	59743646	0.412559	1065	311
chr3	138342004	138400007	58004	1	0	59680426	0.39549	869	306
chr3	138400008	138455918	55911	0	0	59622422	0.3732	797	267
chr3	138455919	138515402	59484	0	0	59566511	0.419844	1083	311
chr3	138515403	138579257	63855	0	1	59507027	0.452823	1426	304
chr3	138579258	138642292	63035	0	1	59443172	0.45957	1445	302
chr3	138642293	138695113	52821	2	6	59380137	0.49238	1275	239
chr3	138695114	138754664	59551	2	2	59327316	0.416047	947	262
chr3	138754665	138810406	55742	1	1	59267765	0.386441	721	269
chr3	138810407	138861474	51068	1	0	59212023	0.440139	999	247
chr3	138861475	138928018	66544	0	0	59160955	0.41302	1065	331
chr3	138928019	138979745	51727	1	0	59094411	0.421018	819	240
chr3	138979746	139031410	51665	0	0	59042684	0.485571	1204	269
chr3	139031411	139086268	54858	2	1	58991019	0.43505	990	274
chr3	139086269	139145090	58822	0	1	58936161	0.388477	772	268
chr3	139145091	139196114	51024	1	0	58877339	0.438656	909	282
chr3	139196115	139248913	52799	1	0	58826315	0.40228	806	257
chr3	139248914	139306299	57386	1	2	58773516	0.442268	994	284
chr3	139306300	139363492	57193	0	0	58716130	0.40762	831	285
chr3	139363493	139414200	50708	0	1	58658937	0.433679	902	270
chr3	139414201	139464839	50639	0	0	58608229	0.426292	825	257
chr3	139464840	139516679	51840	0	0	58557590	0.434221	935	274
chr3	139516680	139576492	59813	0	0	58505750	0.408924	914	321
chr3	139576493	139633663	57171	0	0	58445937	0.391475	788	267
chr3	139633664	139684734	51071	1	1	58388766	0.421296	815	248
chr3	139684735	139736283	51549	0	0	58337695	0.430348	856	279
chr3	139736284	139790842	54559	0	0	58286146	0.43485	941	288
chr3	139790843	139841324	50482	0	0	58231587	0.433303	902	263
chr3	139841325	139892759	51435	0	0	58181105	0.419014	806	289
chr3	139892760	139943386	50627	0	0	58129670	0.408399	761	242
chr3	139943387	139995299	51913	0	0	58079043	0.417949	854	308
chr3	139995300	140045876	50577	0	0	58027130	0.428535	865	278
chr3	140045877	140096657	50781	0	0	57976553	0.430732	854	288
chr3	140096658	140148436	51779	0	0	57925772	0.410572	814	264
chr3	140148437	140204192	55756	0	0	57873993	0.439953	953	294
chr3	140204193	140258560	54368	0	0	57818237	0.418445	863	286
chr3	140258561	140311760	53200	0	0	57763869	0.436391	951	313
chr3	140311761	140368638	56878	0	0	57710669	0.38783	759	255
chr3	140368639	140425558	56920	1	1	57653791	0.406254	841	264
chr3	140425559	140477224	51666	0	0	57596871	0.434986	907	301
chr3	140477225	140536252	59028	0	0	57545205	0.383327	767	307
chr3	140536253	140589847	53595	0	0	57486177	0.411326	807	277
chr3	140589848	140649061	59214	0	0	57432582	0.408586	934	295
chr3	140649062	140704215	55154	1	1	57373368	0.368477	697	216
chr3	140704216	140762646	58431	0	0	57318214	0.396125	867	278
chr3	140762647	140813596	50950	1	2	57259783	0.490108	1241	273
chr3	140813597	140875132	61536	0	1	57208833	0.454856	1169	280
chr3	140875133	140934207	59075	0	0	57147297	0.42854	1001	252
chr3	140934208	140984998	50791	1	2	57088222	0.453821	987	263
chr3	140984999	141042795	57797	0	1	57037431	0.452048	1113	322
chr3	141042796	141094735	51940	1	0	56979634	0.422776	829	270
chr3	141094736	141145927	51192	0	1	56927694	0.422918	860	228
chr3	141145928	141199583	53656	0	0	56876502	0.421724	897	256
chr3	141199584	141253221	53638	1	2	56822846	0.379899	670	215
chr3	141253222	141307310	54089	0	0	56769208	0.357762	604	219
chr3	141307311	141362808	55498	0	0	56715119	0.406267	903	244
chr3	141362809	141426120	63312	0	1	56659621	0.44794	1159	302
chr3	141426121	141485774	59654	1	1	56596309	0.412328	930	260
chr3	141485775	141543003	57229	1	2	56536655	0.448619	1151	339
chr3	141543004	141601907	58904	1	1	56479426	0.439936	1150	298
chr3	141601908	141660575	58668	0	0	56420522	0.423007	1068	276
chr3	141660576	141719795	59220	1	0	56361854	0.41101	1007	292
chr3	141719796	141778573	58778	0	0	56302634	0.402651	951	287
chr3	141778574	141835658	57085	0	0	56243856	0.387843	862	257
chr3	141835659	141896069	60411	1	1	56186771	0.395193	876	262
chr3	141896070	141953001	56932	0	1	56126360	0.399143	903	232
chr3	141953002	142017620	64619	0	0	56069428	0.410483	1048	338
chr3	142017621	142074599	56979	1	0	56004809	0.371786	729	272
chr3	142074600	142130584	55985	0	0	55947830	0.362311	674	255
chr3	142130585	142187377	56793	1	1	55891845	0.375944	745	211
chr3	142187378	142247021	59644	0	0	55835052	0.371454	854	255
chr3	142247022	142302214	55193	0	1	55775408	0.380429	780	271
chr3	142302215	142357230	55016	1	1	55720215	0.404737	911	278
chr3	142357231	142413492	56262	0	0	55665199	0.382141	769	287
chr3	142413493	142471661	58169	1	1	55608937	0.368323	749	236
chr3	142471662	142526234	54573	0	0	55550768	0.351108	600	253
chr3	142526235	142579227	52993	1	0	55496195	0.399562	780	253
chr3	142579228	142633004	53777	0	1	55443202	0.42044	865	221
chr3	142633005	142685841	52837	1	2	55389425	0.414861	826	235
chr3	142685842	142740071	54230	2	1	55336588	0.399908	791	219
chr3	142740072	142793928	53857	0	0	55282358	0.374083	655	243
chr3	142793929	142849794	55866	1	1	55228501	0.454641	1100	270
chr3	142849795	142904201	54407	0	0	55172635	0.419321	847	279
chr3	142904202	142956345	52144	0	0	55118228	0.404188	822	273
chr3	142956346	143008287	51942	1	0	55066084	0.425186	877	279
chr3	143008288	143059175	50888	0	0	55014142	0.416699	815	258
chr3	143059176	143114534	55359	0	0	54963254	0.3928	760	230
chr3	143114535	143166553	52019	0	0	54907895	0.406505	759	262
chr3	143166554	143218596	52043	0	0	54855876	0.36416	639	214
chr3	143218597	143270405	51809	0	0	54803833	0.375939	661	259
chr3	143270406	143321705	51300	0	0	54752024	0.400429	721	257
chr3	143321706	143378462	56757	0	0	54700724	0.38094	733	265
chr3	143378463	143435084	56622	0	0	54643967	0.383031	738	259
chr3	143435085	143489547	54463	0	0	54587345	0.39906	790	244
chr3	143489548	143546421	56874	0	0	54532882	0.398477	818	259
chr3	143546422	143599029	52608	0	0	54476008	0.39129	696	229
chr3	143599030	143655155	56126	0	0	54423400	0.389338	743	289
chr3	143655156	143707530	52375	1	1	54367274	0.364869	587	197
chr3	143707531	143763605	56075	0	0	54314899	0.369041	653	275
chr3	143763606	143816042	52437	0	0	54258824	0.361329	610	227
chr3	143816043	143868267	52225	0	0	54206387	0.389832	686	257
chr3	143868268	143920591	52324	0	0	54154162	0.365205	623	252
chr3	143920592	143974697	54106	0	0	54101838	0.371012	617	262
chr3	143974698	144026778	52081	0	0	54047732	0.355408	579	241
chr3	144026779	144078580	51802	0	0	53995651	0.360488	585	231
chr3	144078581	144131608	53028	0	0	53943849	0.368711	640	275
chr3	144131609	144184045	52437	0	0	53890821	0.354597	587	218
chr3	144184046	144236208	52163	0	0	53838384	0.35669	604	249
chr3	144236209	144287735	51527	0	0	53786221	0.361325	594	235
chr3	144287736	144343600	55865	0	0	53734694	0.348214	566	267
chr3	144343601	144394809	51209	0	0	53678829	0.345525	494	229
chr3	144394810	144446460	51651	0	0	53627620	0.33434	506	222
chr3	144446461	144501840	55380	0	0	53575969	0.358162	662	263
chr3	144501841	144556776	54936	0	0	53520589	0.349771	570	248
chr3	144556777	144608684	51908	0	0	53465653	0.349676	549	256
chr3	144608685	144663502	54818	0	0	53413745	0.366084	587	263
chr3	144663503	144718294	54792	0	0	53358927	0.347971	573	252
chr3	144718295	144771131	52837	0	0	53304135	0.350455	547	257
chr3	144771132	144824988	53857	0	0	53251298	0.349184	568	275
chr3	144824989	144880199	55211	0	0	53197441	0.345764	600	254
chr3	144880200	144931733	51534	0	0	53142230	0.328637	464	200
chr3	144931734	144989713	57980	0	0	53090696	0.361642	696	286
chr3	144989714	145042041	52328	0	0	53032716	0.336436	503	223
chr3	145042042	145093600	51559	0	0	52980388	0.357008	579	227
chr3	145093601	145144653	51053	0	0	52928829	0.329873	451	232
chr3	145144654	145202948	58295	0	0	52877776	0.345433	586	282
chr3	145202949	145255409	52461	0	0	52819481	0.348735	556	247
chr3	145255410	145311913	56504	0	0	52767020	0.353745	596	269
chr3	145311914	145364272	52359	0	0	52710516	0.344105	574	237
chr3	145364273	145415979	51707	0	0	52658157	0.349759	565	219
chr3	145415980	145471524	55545	0	0	52606450	0.367198	643	290
chr3	145471525	145523157	51633	0	0	52550905	0.349273	546	231
chr3	145523158	145578772	55615	0	0	52499272	0.34194	563	230
chr3	145578773	145632049	53277	0	0	52443657	0.352816	605	234
chr3	145632050	145694654	62605	0	0	52390380	0.361616	677	297
chr3	145694655	145748895	54241	0	0	52327775	0.36465	668	271
chr3	145748896	145801014	52119	1	0	52273534	0.349469	566	232
chr3	145801015	145857324	56310	0	0	52221415	0.361907	623	252
chr3	145857325	145910532	53208	1	1	52165105	0.372801	657	229
chr3	145910533	145963750	53218	0	0	52111897	0.359183	605	244
chr3	145963751	146019086	55336	0	1	52058679	0.363687	635	269
chr3	146019087	146077563	58477	0	0	52003343	0.38858	756	313
chr3	146077564	146135040	57477	0	0	51944866	0.376551	766	224
chr3	146135041	146191499	56459	1	1	51887389	0.369206	649	239
chr3	146191500	146249481	57982	1	0	51830930	0.379445	770	267
chr3	146249482	146301976	52495	0	1	51772948	0.372054	649	242
chr3	146301977	146353608	51632	1	0	51720453	0.336555	482	255
chr3	146353609	146405248	51640	0	0	51668821	0.35122	561	235
chr3	146405249	146462329	57081	0	0	51617181	0.356073	623	275
